대분류,소분류,강의명,난이도,가격(현재가격),가격(원래가격),총소요시간,강의소개,언어,출처
programming-languages,Python,데이터 분석 고민하지 마세요! 누구나 쉽게 따라하는 파이썬 입문,초급자,"₩17,000","₩59,000",2.5시간 주문형 동영상,"배울 내용
입문 파이썬 프로그래밍을 다루는 기본 핵심 지식을 이해하실 수 있습니다.
실무에서 다양한 업무에 적용하실 수 있습니다.
좀 더 심화된 파이썬데이터 분석 과정을 들을 수 있는 기본 지식을 쌓을 수 있습니다.",한국어,https://www.udemy.com/course/cloom-python-basic/
programming-languages,Time Series Analysis,【한글자막】 시계열 데이터 분석 with 파이썬,중급자,"₩17,000","₩88,000",15.5시간 주문형 동영상,"배울 내용
데이터 처리를 위한 Pandas 사용법
수치적 처리를 위한 NumPy와 Python 사용법
데이터 시각화를 위한 Pandas 사용법
Pandas를 사용한 시계열 데이터 다루는 법
Statsmodels를 사용한 시계열 데이터 분석
Facebook의 Prophet 라이브러리를 사용한 예측
예측을 위한 고급 ARIMA 모델에 대한 이해",한국어,https://www.udemy.com/course/250-timeseries-kor-sub-top-100/
programming-languages,Algorithms,알고리듬 및 자료구조 (Java),중급자,"₩219,000",,27시간 주문형 동영상,"배울 내용
핵심 알고리즘의 동작 원리 및 사용법
알고리즘의 시간/공간 복잡도 분석
알고리즘",한국어,https://www.udemy.com/course/algorithms-and-data-structures-by-pocu/
programming-languages,Python,너무 쉬운 파이썬(Python) 입문,초급자,"₩17,000","₩49,000",2.5시간 주문형 동영상,"배울 내용
파이썬을 이용해 기초적인 기능을 가진 프로그램을 만들 수 있습니다.
프로그래밍의 중요한 요소들에 대해서 파이썬으로 구현할 수 있습니다.
초보 개발자로서 필수적으로 알아야 할 기본 지식들을 익히게 됩니다.
파이썬으로 간단한 프로그램을 스스로 만들 수 있습니다.",한국어,https://www.udemy.com/course/so_easy_python/
programming-languages,Computer Vision,【한글자막】 OpenCV 및 딥러닝 을 이용한 Computer Vision 파이썬,중급자,"₩17,000","₩88,000",14시간 주문형 동영상,"배울 내용
NumPy의 기본 이해
NumPy로 이미지 조작 및 열기
OpenCV를 사용하여 이미지 파일 작업하기
Python 및 OpenCV를 사용하여 이미지 및 비디오에 모양 그리기
스무딩, 블러링, 임계 처리 및 모폴로지 연산을 포함하여 OpenCV로 이미지 조작 수행하기
OpenCV로 색상 히스토그램 생성하기
Python 및 OpenCV로 비디오 열기 및 스트리밍
OpenCV 및 Python을 사용한 코너점, 테두리, 그리고 그리드 검출 기술을 포함한 객체 탐지하기
얼굴 감지 소프트웨어 만들기
Watershed 알고리즘을 사용하여 이미지 분할하기
더 보기",한국어,https://www.udemy.com/course/best-opencv-computer-vision/
programming-languages,Rust (programming language),【한글자막】 Rust : 실제 애플리케이션 구축을 통한 Rust 완벽 정복,모든 수준,"₩17,000","₩79,000",6.5시간 주문형 동영상,"배울 내용
러스트 프로그래밍 언어의 기본 알아보기
저수준 메모리 관리 방법
메모리 안정성을 위한 러스트의 특별한 접근 방식
흔한 컴파일러 오류 처리 방법 알아보기",한국어,https://www.udemy.com/course/rust-building-application/
programming-languages,Go (programming language),【한글자막】 Golang : Google’s Go 프로그래밍 언어를 이용한 코딩 학습,모든 수준,"₩17,000","₩88,000",45.5시간 주문형 동영상,"배울 내용
초보자와 경력 개발자 모두를 위한 가장 종합적인 Go 강의
시작부터 고급 개념까지 포괄한 대학 교수의 직강
동시성, 채널, 벤치마킹
테스팅, 오류 처리, 문서
실습 예제와 풀이
귀중한 코드 베이스에 액세스
시험, 테스트, 검증을 마친 강의
누적 학습자 265만 명 이상인 강의로, 평생 액세스 가능
강의 속도는 자유롭게 조절 가능하며 100% 만족 보장",한국어,https://www.udemy.com/course/golang-programming/
programming-languages,Python,파이썬(Python) 실무 데이터 분석 프로젝트 - 자료구조와 함수로 프로그래밍 입문하기,초급자,"₩69,000",,15시간 주문형 동영상,"배울 내용
주피터 노트북을 활용한 파이썬 프로그래밍 입문
파이썬의 기초 문법, 함수, 자료구조에 대한 이해
객체 지향 프로그래밍에 대한 이해
쉽고 빠른 데이터 수집으로 업무 자동화 실현
텍스트 마이닝 결과를 워드 클라우드로 시각화",한국어,https://www.udemy.com/course/maso-ds-python-onc31/
programming-languages,Spring Framework,초보 Spring Framework 개발자를 위한 실습을 통한 입문 과정 윤재성,초급자,"₩23,000",,12시간 주문형 동영상,"배울 내용
본 과정은 Spring MVC Project를 학습하기 전 Spring Framework에 대한 개념와 동작 원리 등 전반적인 개념을 학습하기 위한 강좌입니다.
본 강좌를 학습하지 않고 Spring MVC Project를 학습하게 되시면 용어, 개념들을 이해하지 못해 학습 자체가 불가능합니다.
본 과정을 학습하시면 Spring Framework를 활용한 MVC Project 과정을 학습하실 수 있습니다.",한국어,https://www.udemy.com/course/sooftcampus-sfb/
programming-languages,R (programming language),데이터 분석이 쉬워지는 R 프로그래밍의 모든 것,초급자,"₩17,000","₩59,000",2.5시간 주문형 동영상,"배울 내용
R 프로그래밍을 다루는 기본 핵심 지식을 이해하실 수 있습니다.
R 프로그래밍을 이용해 실무에서 다양한 업무에 적용하실 수 있습니다.
좀더 심화된 R금융데이터 분석(퀀트 모델링) 과정을 들을 수 있는 기본 지식을 쌓을 수 있습니다.",한국어,https://www.udemy.com/course/cloom-r-basic/
programming-languages,C# (programming language),A 10 hour ASP.NET CORE Course in Korean,초급자,"₩17,000","₩69,000",11.5시간 주문형 동영상,"배울 내용
실무에서 활용가능한 .NET CORE 프로젝트를 구성할 수 있습니다.",한국어,https://www.udemy.com/course/cnet-core/
programming-languages,Java SE,【한글자막】 Java 심화 과정: Java Reflection 마스터,모든 수준,"₩17,000","₩88,000",4.5시간 주문형 동영상,"배울 내용
Java Reflection을 이용해 강력한 애플리케이션과 라이브러리를 구축하는 법
지능적이고 유연하면서 컴팩트한 알고리즘을 생성하는 법
고급 언어 기능, 애너테이션 및 설계 패턴을 이용해 코드를 구축하는 법
Java Reflection 및 Reflection API의 전문가가 되는 법",한국어,https://www.udemy.com/course/java-reflection-master/
programming-languages,Python,파이썬 Python 드론 프로그래밍 입문 - 미국 실리콘밸리 현역 엔지니어와 함께 드론을 날려봅시다,초급자,"₩17,000","₩69,000",6시간 주문형 동영상,"배울 내용
OpenCV 를 이용한 얼굴 인식 프로그래밍
Python 에 의한 드론 원격 자동 조작
FlaskのWEB 프레임워크를 사용한 WEB 카메라 어플의 구현 방법
드론의 비디오로 얼굴 인식을 사용한 자동 추적",한국어,https://www.udemy.com/course/python-drone-korean/
programming-languages,English Language,글로벌 개발자로 성장하는 { 코딩 실무 영어 } 마스터 클래스,초급자,"₩48,000",,5.5시간 주문형 동영상,"배울 내용
소프트웨어 필수 실무 영어 All-in-One
한국인이 자주 틀리는 코딩 영어 발음 집중 분석
조건문, 반복문, 변수 선언 등 코드를 영어로 설명하는 방법
리액트, 쿠버네티스 등 오픈소스 기술 토론 분석
퇴근 시간을 앞당기는 영어 검색 노하우 4가지
오픈소스 커뮤니티 ""인싸""로 도약하는 인터넷 영어 표현
Git으로 세련되게 협업하는 5가지 방법
단어 하나로 생사가 갈리는 소프트웨어 법률 영어",한국어,https://www.udemy.com/course/geek-haus-it-english/
programming-languages,Python,"파이썬(Python) 실무 데이터 분석 프로젝트 - 데이터 처리와 시각화(Pandas, Matpoltlib)",초급자,"₩69,000",,11.5시간 주문형 동영상,"배울 내용
실무에 활용되는 파이썬 데이터 취합과 전처리 및 분석법
주피터 노트북을 활용한 파이썬 코딩
데이터 시각화 방법을 터득하고 인사이트를 발견하는 방법
머신러닝 입문으로 더욱 효과적인 데이터 분석 실현",한국어,https://www.udemy.com/course/maso-ds-python-onc32/
programming-languages,Python,【한글자막】 알고리즘 거래와 투자의 기술적 분석 with Python,중급자,"₩17,000","₩69,000",13.5시간 주문형 동영상,"배울 내용
기술적 분석과 기술적 지표를 적절히 활용합니다.
(데이) 트레이딩과 알고리즘 거래에 기술적 분석을 활용합니다.
파이썬을 이용하여 기술적 지표를 건전한 거래 전략으로 변환합니다.
기술적 분석/지표에 기반한 거래 전략을 백테스트하고 포워드 테스트합니다.
2가지 이상의 기술적 지표가 있는 조합 전략을 만들고 백테스트합니다.
파이썬과 Plotly로 대화형 차트(선, 거래량, OHLC 등)를 만듭니다.
파이썬과 Plotly로 기술적 지표와 추세/지지/저항선을 시각화합니다.
Pandas, Numpy, 객체지향 프로그래밍(OOP)을 기술적 분석과 거래에 활용합니다.
로컬 파일과 웹에서 금융 데이터를 불러옵니다.
단순이동평균(SMA) 전략
더 보기",한국어,https://www.udemy.com/course/best-python/
programming-languages,Rust (programming language),【한글자막】 한 번에 끝내는 Rust (중급) : 실무자들을 위한 실습 강의,중급자,"₩17,000","₩69,000",4.5시간 주문형 동영상,"배울 내용
관용적이고 테스트하기 좋은, 문서화 된 Rust 코드를 작성하는 법
스레드, 채널, 클로저, 반복자, 코드 문서, 표준 라이브러리 특성 정보, 오류 처리, 테스트, 벤치마크, 로깅, 속성, 터보피시 등!
기초 내용을 뛰어넘는 Rust 중급 개념
Rust를 사용하여 비디오 게임 프로토타입을 만드는 법",한국어,https://www.udemy.com/course/rust-intermediate/
programming-languages,Python,Python으로 시작하는 Kaggle 포트폴리오 만들기,모든 수준,"₩17,000","₩59,000",7.5시간 주문형 동영상,"배울 내용
기초부터 시작해서 빠르게 캐글에 도전하도록 만들어 드립니다.
Python의 데이터 과학의 기초 부터 머신러닝까지 다양하게 배울 수 있습니다.",한국어,https://www.udemy.com/course/python_kaggle/
programming-languages,Python,【한글자막】 초보자를 위한 Python 3 프로그래밍,초급자,"₩17,000","₩69,000",11시간 주문형 동영상,"배울 내용
200개의 실습 코드 예제를 통해 현대적인 방식의 Python을 배우게 됩니다.
고품질의 Python 코드 작성의 모범 사례를 배우게 됩니다.
Python으로 방대한 초보자 프로그래밍 연습문제를 풀어봅니다.
Python으로 멋진 객체 지향 프로그램을 만드는 방법을 배우게 됩니다.
데이터 분석, 머신 러닝 및 데이터 사이언스로 전환하는데 필요한 모든 Python 기술을 습득합니다.
여러분의 구직 면접에서 Python 프로그래밍에 대한 전문성을 입증하기 위한 모든 기술을 습득하게 됩니다.
다양한 Python 데이터 구조인 리스트, 셋, 딕셔너리, 튜플에 대해 배우게 됩니다.
PyCharm IDE 및 Python Shell의 기본을 배우게 됩니다.
Python 프로그래머로서 생각하는 법을 배우게 됩니다.
변수, 데이터 타입 선택, 조건부 실행, 루프, 훌륭한 메서드 작성, 문제를 하위 문제로 분할하기 및 예외 처리 구현과 같은 프로그래밍의 기본을 배우게 됩니다.
더 보기",한국어,https://www.udemy.com/course/best-python-3/
programming-languages,Python,코딩 초보자를 위한 파이썬(Python) 입문(Beginner),초급자,"₩17,000","₩69,000",4시간 주문형 동영상,"배울 내용
파이썬을 통해 코딩에 재미를 붙힙니다.
파이썬으로 기본적인 문법을 익힙니다.
파이썬 초급, 중급으로 가기위한 발판을 마련합니다.
예제를 통해 파이썬 문법에 적응 할 수 있습니다.",한국어,https://www.udemy.com/course/effino-python/
programming-languages,ASP.NET Core,ASP.NET CORE 페이징 컨트롤 제작 매뉴얼,모든 수준,"₩17,000","₩69,000",10시간 주문형 동영상,"배울 내용
Partial View와 TagHelper로 Paging Control 제작법을 학습합니다.
Paging의 동작원리를 이해합니다.
Paging Control을 혼자서 제작할 수 있습니다.
.NET CORE의 Service와 Middleware를 작성합니다.
.NET CORE에서 NLog를 사용하는 방법을 배웁니다.",한국어,https://www.udemy.com/course/dotnetpaging/
programming-languages,JavaScript,쉽게 배우는 자바스크립트(JavaScript) 프로그래밍,모든 수준,"₩17,000","₩69,000",30시간 주문형 동영상,"배울 내용
프로그래밍의 개요와 기본적 절차학습
웹프로그래밍 기초
프로그래밍 개념과 HTML 기초, 자바스크립트의 체계적인 학습
이론과 예제 위주의 실습 동시 진행으로 자바스크립트 완벽한 이해",한국어,https://www.udemy.com/course/nurijob_javascript/
programming-languages,Python,친절한 파이썬 스쿨 - 전처리 & 시각화,초급자,"₩59,000",,7.5시간 주문형 동영상,"배울 내용
보고서를 작성할 때, 정리되지 않은 데이터를 기반으로 파이썬을 활용하여 분석을 위한 데이터 가공을 할 수 있습니다.
가공된 데이터를 기반으로 분석 결과를 한 눈에 확인할 수 있는 시각화를 진행할 수 있습니다.
실무에서 이용되는 Raw 데이터들을 활용하여 데이터를 전처리할 수 있습니다.
실무에서 이용되는 Raw 데이터들을 활용하여 적합한 방법으로 데이터를 시각화를 할 수 있습니다.",한국어,https://www.udemy.com/course/kindpythonn/
programming-languages,Assembly Language,어셈블리어 프로그래밍,중급자,"₩219,000",,31.5시간 주문형 동영상,"배울 내용
x86 어셈블리어 (16, 32 ,64 비트)
6502 어셈블리어
CPU처럼 생각하는 법
간단한 컴퓨터 제작 방법
컴퓨터 구조 기초 (CPU)
운영체제와 BIOS의 역할",한국어,https://www.udemy.com/course/assembly-programming-by-pocu/
programming-languages,Python,파이썬 머신러닝,중급자,"₩17,000","₩59,000",8.5시간 주문형 동영상,"배울 내용
알고리즘을 파이썬으로 프로그래밍해서 디자인하고, 데이터 분석에 이용할 수 있게 됩니다.
머신러닝의 기본 이론을 직관적으로 이해하게 됩니다.
어려운 수식을 최소화하여 더욱 쉽게 이해할 수 있습니다.
실제 데이터를 파이썬 코드로 구현",한국어,https://www.udemy.com/course/cloom-python-machine-learning/
programming-languages,JavaScript,취업 준비생을 위한 JavaScript & jQuery,초급자,"₩17,000","₩69,000",8.5시간 주문형 동영상,"배울 내용
프로그래밍 기초 이해
Javascript, jQuery를 이용한 UI 구현
마우스 클릭(터치), 키보드 입력, 스크롤 이벤트 활용
스와이퍼, 필터, 차트 등 플러그인 적용",한국어,https://www.udemy.com/course/jquery-javascript/
programming-languages,Python,쉽게 배우는 자바 프로그래밍 입문자 과정 Ⅰ,모든 수준,"₩17,000","₩23,000",11시간 주문형 동영상,"배울 내용
자바와 환경설치, 변수, 연산자를 이해하고 직접 실습해 볼 수 있다.
조건문, 반복문, 객체와 클래스를 이해하고 직접 실습해 볼 수 있다.
객체와 클래스 부분을 이해하고 직접 실습해 볼 수 있다.
변수의 개념, 선언, 값 저장, 사용을 이해할 수 있다.",한국어,https://www.udemy.com/course/i-kjwwsp/
programming-languages,Python,[Python] 1만명이 시청한 메타코드M의 파이썬 대표강의,초급자,"₩49,000",,9시간 주문형 동영상,"배울 내용
파이썬 설치부터 기본 문법 학습, 나아가 라이브러리 활용 프로그래밍까지 파이썬을 자유자재로 다룰 수 있는 방법을 학습합니다.
파이썬 언어에서 개발자로서 필요한 부분을 모두 학습합니다.
컴퓨팅 사고력을 함양합니다.
실제 IT 기업에서 개발자들이 접근하는 방식으로 파이썬을 학습합니다.",한국어,https://www.udemy.com/course/python-ai-metacode/
programming-languages,AJAX,취업 준비생을 위한 AJAX & JSON,초급자,"₩17,000","₩59,000",2.5시간 주문형 동영상,"배울 내용
데이터 호출 기본 이해
호출한 데이터를 접목한 기능 구현
Javascript 반복문과 조건문 이해
마우스 클릭(터치), 키보드 입력 이벤트 활용",한국어,https://www.udemy.com/course/json-ajax/
programming-languages,Java,쉽게 배우는 자바 프로그래밍 입문자 과정 Ⅲ,모든 수준,"₩17,000","₩23,000",11시간 주문형 동영상,"배울 내용
자바와 환경설치, 변수, 연산자를 이해하고 직접 실습해 볼 수 있다.
조건문, 반복문, 객체와 클래스를 이해하고 직접 실습해 볼 수 있다.
객체와 클래스 부분을 이해하고 직접 실습해 볼 수 있다.
인스턴스 멤버와 정적 멤버간의 참조, 메서드 오버로딩을 알 수 있다.",한국어,https://www.udemy.com/course/iii-sblv_java/
programming-languages,Java,쉽게 배우는 자바 프로그래밍 입문자 과정 Ⅱ,모든 수준,"₩17,000","₩23,000",11시간 주문형 동영상,"배울 내용
자바와 환경설치, 변수, 연산자를 이해하고 직접 실습해 볼 수 있다.
조건문, 반복문, 객체와 클래스를 이해하고 직접 실습해 볼 수 있다.
객체와 클래스 부분을 이해하고 직접 실습해 볼 수 있다.
자바의 메모리 구조, 배열의 개념을 이해할 수 있다.",한국어,https://www.udemy.com/course/ii-blusj/
programming-languages,Python,김왼손의 유기농냠냠파이썬: 세시간만에 끝내는 파이썬 (Python) 기초,초급자,무료,,,,한국어,https://www.udemy.com/course/unp_python/
programming-languages,C (programming language),C언어 기초 프로그래밍 강좌 (C Programming Tutorial),초급자,무료,,,,한국어,https://www.udemy.com/course/c-programming-basic/
programming-languages,C (programming language),C 프로그래밍 - 입문부터 게임 개발까지,초급자,무료,,,,한국어,https://www.udemy.com/course/nadocoding-c/
programming-languages,JavaScript,[생활코딩] WEB - 자바스크립트(JavaScript) 기초 #1,초급자,무료,,,,한국어,https://www.udemy.com/course/web-javascript-1/
programming-languages,JavaScript,[생활코딩] WEB - 자바스크립트(JavaScript) 기초 #2,초급자,무료,,,,한국어,https://www.udemy.com/course/web-javascript-2/
programming-languages,Software Practices,클린 코드,모든 수준,무료,,,,한국어,https://www.udemy.com/course/yeipvrxp/
programming-languages,Java,[생활코딩] 자바(JAVA) 입문 #1,초급자,무료,,,,한국어,https://www.udemy.com/course/java-1-d/
programming-languages,Python,[생활코딩] 파이썬(Python) 입문,초급자,무료,,,,한국어,https://www.udemy.com/course/python-md/
programming-languages,Java,[생활코딩] 자바(JAVA) - Method,초급자,무료,,,,한국어,https://www.udemy.com/course/java-method/
programming-languages,JavaScript,[생활코딩] WEB - 자바스크립트(JavaScript) 기초 #3,초급자,무료,,,,한국어,https://www.udemy.com/course/web-javascript-3/
programming-languages,Python,파이썬 학습 로드맵 라이브 세션 1부,모든 수준,무료,,,,한국어,https://www.udemy.com/course/1-xcwewd/
programming-languages,Python,[생활코딩] WEB - Python 기초 #1,초급자,무료,,,,한국어,https://www.udemy.com/course/web-python-1/
programming-languages,Java,[생활코딩] 자바(JAVA) 객체 지향 프로그래밍,모든 수준,무료,,,,한국어,https://www.udemy.com/course/java-vev/
programming-languages,Python,파이썬 학습 로드맵 라이브 세션 2부,모든 수준,무료,,,,한국어,https://www.udemy.com/course/2-updyvb/
programming-languages,Python,[생활코딩] WEB - Python 기초 #2,초급자,무료,,,,한국어,https://www.udemy.com/course/web-python-2/
programming-languages,Python,The Complete Python Bootcamp From Zero to Hero in Python,모든 수준,"₩20,000","₩99,000",22시간 주문형 동영상,"배울 내용
You will learn how to leverage the power of Python to solve tasks.
You will build games and programs that use Python libraries.
You will be able to use Python for your own work problems or personal projects.
You will create a portfolio of Python based projects you can share.
Learn to use Python professionally, learning both Python 2 and Python 3!
Create games with Python, like Tic Tac Toe and Blackjack!
Learn advanced Python features, like the collections module and how to work with timestamps!
Learn to use Object Oriented Programming with classes!
Understand complex topics, like decorators.
Understand how to use both the Jupyter Notebook and create .py files
더 보기",영어,https://www.udemy.com/course/complete-python-bootcamp/
programming-languages,Python,100 Days of Code: The Complete Python Pro Bootcamp for 2023,모든 수준,"₩17,000","₩88,000",54시간 주문형 동영상,"배울 내용
You will master the Python programming language by building 100 unique projects over 100 days.
You will learn automation, game, app and web development, data science and machine learning all using Python.
You will be able to program in Python professionally
You will learn Selenium, Beautiful Soup, Request, Flask, Pandas, NumPy, Scikit Learn, Plotly, and Matplotlib.
Create a portfolio of 100 Python projects to apply for developer jobs
Be able to build fully fledged websites and web apps with Python
Be able to use Python for data science and machine learning
Build games like Blackjack, Pong and Snake using Python
Build GUIs and Desktop applications with Python",영어,https://www.udemy.com/course/100-days-of-code/
programming-languages,React JS,React - The Complete Guide 2023 (incl. React Router & Redux),모든 수준,"₩17,000","₩88,000",50.5시간 주문형 동영상,"배울 내용
Build powerful, fast, user-friendly and reactive web apps
Provide amazing user experiences by leveraging the power of JavaScript with React
Join more than 700,000 students in this course & more than 2,500,000 students I taught across all my courses
Build multiple demo projects & explore realistic examples
Follow along locally or in a cloud development environment
Learn all about React Hooks and React Components
Manage complex state efficiently with React's Context API & React Redux
Build standalone React apps & applications connected to a backend via HTTP
더 보기",영어,https://www.udemy.com/course/react-the-complete-guide-incl-redux/
programming-languages,Java,Java Programming Masterclass updated to Java 17,모든 수준,"₩19,000","₩99,000",121.5시간 주문형 동영상,"배울 내용
Learn the core Java skills needed to apply for Java developer positions in just 14 hours.
Be able to sit for and pass the Oracle Java Certificate exam if you choose.
Be able to demonstrate your understanding of Java to future employers.
Learn industry ""best practices"" in Java software development from a professional Java developer who has worked in the language for 18 years.
Acquire essential java basics for transitioning to the Spring Framework, Java EE, Android development and more.
Obtain proficiency in Java 8 and Java 11.",영어,https://www.udemy.com/course/java-the-complete-java-developer-course/
programming-languages,Python,Automate the Boring Stuff with Python Programming,모든 수준,"₩20,000","₩99,000",9.5시간 주문형 동영상,"배울 내용
Automate tasks on their computer by writing simple Python programs.
Write programs that can do text pattern recognition with ""regular expressions"".
Programmatically generate and update Excel spreadsheets.
Parse PDFs and Word documents.
Crawl web sites and pull information from online sources.
Write programs that send out email notifications.
Use Python's debugging tools to quickly figure out bugs in your code.
Programmatically control the mouse and keyboard to click and type for you.",영어,https://www.udemy.com/course/automate/
programming-languages,Python,Learn Python Programming Masterclass,모든 수준,"₩17,000","₩79,000",74시간 주문형 동영상,"배울 내용
Have a fundamental understanding of the Python programming language.
Have the skills and understanding of Python to confidently apply for Python programming jobs.
Acquire the pre-requisite Python skills to move into specific branches - Machine Learning, Data Science, etc..
Add the Python Object-Oriented Programming (OOP) skills to your résumé.
Understand how to create your own Python programs.
Learn Python from experienced professional software developers.
Understand both Python 2 and Python 3.",영어,https://www.udemy.com/course/python-the-complete-python-developer-course/
