회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지,회사소개,주요업무
모니터랩,"마감일
상시",안드로이드 개발자 채용,안드로이드 개발자,"• JAVA, Kotlin을 이용하여 개발 가능하신 분
• 네트워크에 대한 이해
• 원할한 소통이 가능하신 분
• 리눅스 사용 가능하신 분","• Openvpn, Wireguard에 대한 경험
• 하이브리드 앱 개발 경험이 있으신 분
• 모바일 UI/UX에 대한 이해가 있는 분
• 동료와 함께 성장하는 것을 즐기는 분
• 1년이상 서비스 운영 경험 보유자
• 창의적인 생각과 추진력이 뛰어나신 분","경력
신입","Java
Kotlin
Android OS",https://www.jumpit.co.kr/position/14716,"[지원금/보험제도]
• 장기근속자(5년, 10년) 포상: 휴가비(300만원) 및 1개월 유급휴가 지원 등
• 각종 경조사(경조금/경조휴가) 지원
• 도서구입비/자격증 비용지원
• 건강검진센터를 통한 건강검진제도 운영

[급여제도]
• 퇴직연금제 운영
• 포상제도 운영 (분기별, 연간, 수시 우수사원 포상 및 포상금 지급)
• 경영성과급 제도 운영

[근무환경 및 기념품]
• 명절/생일 등 기념일 선물 지급
• 아침간식제공
• 육아휴직, 산전 후 휴가 등
• 연차/반차 사용
• 겨울 유니폼 지급","보안 제품 및 서비스의 Management System을 개발합니다. 보안 정책 설정 및 로그 조회 등의 기능을 직관적으로 구현하고, 다양한 정보들을 시각화시킵니다.",• 안드로이드 앱 개발
에브리치,"마감일
상시","클라이언트개발(aos,ios)",안드로이드 개발자,"• Kotlin/Swift 네이티브 앱개발
• 커스텀 컨트롤 개발
• 결제모듈연동
• UI/UX에 대한 이해","• UI/UX에 대한 이해
• 앱서비스 개발경험 다수
• 골프를 치는 개발자 우대","경력
경력 3~10년","Kotlin
Swift
Android OS
iOS",https://www.jumpit.co.kr/position/5608,"• 최신(맥북프로, WQHD급 모니터) 개발장비제공
• 연 2~5회 필드라운딩
• 사옥 지하 골프스튜디오 연습장이용
• 4층 휴게실 플스방, 노래방이용
• 간식코너 이용","(주)에브리치는 프라이빗 골프스튜디오 더골드클래스를 운영하고 있는 기업입니다.
본사인 (주)에브리치에서 운영하는 골프서비스 더골드클래스는 골프연습과 레슨이 가능한 공간을 앱을 통해 예약하고 레슨이 가능한 제휴된 프로를 매칭해주며, 스튜디오에서 분석된 샷영상과 스윙데이터를 앱에 저장 및 분석해주는 서비스입니다.
현재 직영 3곳을 운영중이며 가맹 모집 1주일만에 가맹 1호점이 계약되어 3월 중 오픈 예정입니다.
22년 연내 가맹점 20개점 계약을 목표로 하고 있으며, 직영점 1~2곳을 추가로 오픈할 예정입니다.

당사와 함께 MZ세대부터 노년층까지 모두가 좋아하는 핫한 골프 서비스를 함께할 인재를 모집합니다.","• 더골드클래스 골프앱 서비스 AOS, IOS 클라이언트개발"
피플리,"마감일
상시",[플랫폼사업부] AOS 개발자,안드로이드 개발자,• 3년 이상의 관련 분야 경력자,"• 상용중인 안드로이드 서비스 개발 경험
• Rxjava, Okhttp3, Retrofit 능숙자
• Rest api 연동경험자","경력
경력 3~10년","Java
Kotlin
Android Studio
Jira
Google Drive
Android OS
RxJava
OkHttp
REST API
Realm
React Navigation",https://www.jumpit.co.kr/position/6808,"• 매월 마지막 주 금요일은 패밀리데이로 10시~15시까지 근무하고 퇴근해요.
• 생일자에게는 회사가 엄선한 선물리스트 중 원하는 품목을 드립니다.
• 명절에는 마음이 따뜻해지는 선물이나 상품권이 지급됩니다.
• 든든하게 일할 수 있도록 항상 간식이 구비되어 있습니다.
• 업무능력 향상을 위한 교육비 및 도서구입비를 지원합니다.
• 장기근속자에게는 포상이 있습니다.
• 지인을 피플리에 소개하고 입사 후 3개월 근속 시 리워드를 드려요.
• 직무과정에서 특허 발생 시 발명리워드를 드립니다.
• 야근 시 별도 식비를 지원합니다.
• 신규입사자를 위한 소정의 웰컴키트를 제공합니다.
• 경조사 휴가 및 경조사비를 지원합니다.
• 그 외 다수의 혜택이 있고, 점진적으로 확대하는 중입니다.","# 기술을 이용해 새로운 관람 문화를 선도하는 기업, 피플리에서 함께 할 분을 기다립니다.

# 피플리는 전세계 누구나 즐겁게 문화를 향유할 수 있도록 기술을 통해 예술을 공유하는 Art-Tech 회사입니다.
특히 올해 글로벌 젤리 브랜드 ‘하리보’ 독일 본사와 아시아 최초 전시 계약을 체결하여 골드베렌 100주년을 기념하는 세계 최초의 미디어 전시를 진행합니다. 저희 피플리와 함께 동반 성장할 구성원을 기다립니다. 


[부서소개]
㈜피플리의 플랫폼사업부는 전 세계 1위 문화 콘텐츠 플랫폼을 목표로 
열정과 실력을 두루 갖춘 뛰어난 조직원들이 함께 하고 있습니다.
플랫폼사업부의 주요 사업으로는 글로벌 박물관 및 미술관 통합 어플리케이션 ‘큐피커’와 ‘애프터뮤지엄’
그리고 올해 문화체육관광부와 한국콘텐츠진흥원에서 주관하는 ‘문화체육관광 연구개발(R&D)사업’ 수행기관으로 선정되어 기술과 융합한 새로운 콘텐츠 서비스 연구개발에도 공을 들이고 있습니다. 
국내·외 문화 콘텐츠 플랫폼 시장을 선도하는 멋진 경험을 저희와 함께할 수 있기를 기대합니다.


[피플리 미리보기]
• 꼰대나 빌런 따위 없는 회사
• 2~30대 초중반의 활기가 넘치는 회사
• 100% 자율 복장!
• 단 1명 구성원의 의견도 소중하게 생각하는 회사
• 성과는 확실하게 인정해주는 회사
• 연차사유 따위 궁금해하지 않는 회사
• 고오급 스피커로 듣는 노동요
• 듀얼모니터는 기본, 트리플도 지원!
• 업무에 필요하다고? 최신 아이맥 제공!
• 관심과 애정으로 구성원을 챙기는 회사


[피플리 인재상]
• 자기 의견을 적극적으로 표현하는 인재
• 창의적인 아이디어를 고민하는 인재
• 고객의 입장을 생각하는 인재",• 안드로이드 앱 개발
베스텔라랩,"마감일
2023-08-31",[베스텔라랩] 안드로이드 개발자(서울/경기/대구),안드로이드 개발자,"• 개발 전공자(소프트웨어, 컴퓨터공학 등)
• Android 플랫폼에 대한 이해 및 상용 서비스 개발 경험
• Java, Kotlin과 JVM 개발환경 경험
• CS 기본 지식들(알고리즘, 자료구조, 메모리 모델, 운영체제 등)에 대한 이해","• 슬랙(Slack), 노션(Notion), 지라(Jira), 피그마(Figma) 사용 경험이 있으신 분
• MVVM, clean architecture, 반응형 프로그래밍에 대한 이해
• 위치 정보와 지도를 활용한 상용 서비스 경험
• 실시간 네트워크 및 스트리밍 서비스에 대한 경험
• 영상 관련 라이브러리 활용 개발 경험
• 비콘, BLE, Wi-Fi 기반 디바이스 연동 경험","경력
신입~10년","AWS
GitHub
Git
Swift
Kotlin
Java
Android OS",https://www.jumpit.co.kr/position/5246,"• 커피와 스낵 무한 제공 !
• 도서 지원 !
• 개인 컴퓨터, 모니터 제공 !
• 근무지(서울/경기/대구) 선택 가능
　- 경기도 안양시 동안구 엘에스로116번길 118 안양2차 SKV1 926호
　- 경기도 성남시 분당구 판교로289번길 20, 스타트업캠퍼스 2동 5층
　- 서울특별시 마포구 백범로31길 21, 5층 530호(공덕동, 서울창업허브)
　- 대구광역시 동구 동대구로 465, 대구스케일업허브","• 자율주행차 솔루션 개발/사업 전문 기업
• 스마트시티 주차 솔루션 사업화 기업
• 독보적인 정밀 실내 내비게이션 기술로 자율주행차/스마트시티 산업 선도
• 세계 최초 차량용 실내 내비게이션 기술 상용화
• AI, IoT, 빅데이터 융복합 솔루션 제공

# 베스텔라랩이 더욱 궁금하시다면?
 └ www.vestellalab.com","• 자사 플랫폼 서비스 application(Android) 개발
• 자사 플랫폼 서비스 application 운용 및 개선
• 자사 플랫폼 서비스 application 프로젝트 효율성/생산성 향상"
42dot,"마감일
상시",Senior Android Framework Engineer (Navigation),안드로이드 개발자,"• SW 개발 경력 10년 이상, Android 개발 경력 5년 이상
• Android 프레임워크에 대한 이해와 Java, Kotlin 등 숙련된 프로그래밍 역량
• MVVM , MVP 등의 어플리케이션 디자인 적용에 대한 경험이 있으신 분
• 새로운 개발 언어, 기술, 플랫폼에 대한 오픈 마인드를 가지신 분","• GIS, LBS, Mobility 분야 웹/앱 서비스 개발 경험
• 내비게이션 관련 도메인 경험 3년 이상
• 자동차 기반 어플리케이션 개발 관련 경험 2년 이상
• 스스로 새로운 문제를 찾고 이를 해결하는 것을 즐기는 분
• 기존 방식의 틀을 깨고 새로운 방식을 제안할 수 있는 분","경력
경력 10~20년","android os
android sdk
sw",https://www.jumpit.co.kr/position/15576,"• 근무제도: 유연근무제를 통해 임직원이 효율적으로 근무시간을 활용할 수 있도록 지원합니다.
• 단체 상해보험: 본인 및 배우자, 직계가족의 상해보험 가입을 지원합니다.
• 경조사 지원: 본인 및 가족의 경조사 발생 시 지원합니다.
• 명절선물: 설/추석 명절에 각 300,000원의 명절선물을 지급합니다.
• 건강검진: 임직원의 건강검진을 매년 지원합니다.
• 저금리 대출지원: 회사와 협약을 맺은 시중은행을 통해 저금리 대출을 지원합니다.
• 복지카드: 연간 3,000,000원을 지급하며 자기계발, 문화/여가 활동 등의 목적으로 사용 가능합니다. (중도 입사 시 당해 년도 재직일수 기준으로 일할 계산 후 부여) 
• 휴양시설: 별도의 직원 전용 프라이빗 휴양시설(아난티 리조트)을 이용하실 수 있도록 지원합니다.","42dot은 도심형 모빌리티 서비스의 A부터 Z까지 전 과정을 아우르는 모빌리티 통합 플랫폼 UMOS(Urban Mobility Operating System)를 개발하는 자율주행·모빌리티 스타트업입니다. 생활환경지능(Ambient Intelligence)이라는 비전 하에 UMOS 플랫폼의 Fleet Infrastructure를 구축하여, 모빌리티에서 발원한 데이터를 수집하고, 더 나아가 대형 Fleet 고객사들이 사용할 수 있는 다양한 서비스 및 제품을 개발하고 있습니다.

[42dot 기술영상]
모든 것이 스스로 움직이고 끊임없이 연결된 세상을 만드는 42dot의 기술을 UMOS DAY 2021 영상을 통해 만나보세요.
https://www.youtube.com/playlist?list=PLTQGQoE5gAclRYH9-wXPhYIQqGyjPS-10
 
[42dot 관련 기사]
http://news.heraldcorp.com/view.php?ud=20221102000248
https://www.nocutnews.co.kr/news/5617169
https://byline.network/2021/07/22-135/","[포지션 소개] 
포티투닷의 Map & Navigation 팀은 안전하고 편안하며 쉽게 사용 가능한 모빌리티 서비스를 제공할 수 있는 SD, HD 지도 사양을 정의하고 지도와 내비게이션 기술을 개발합니다. Android framework engineer는 커넥티드 환경에서 차량에 적용되는 내비게이션 어플리케이션을 개발합니다. 지도와 내비게이션 기술을 융합하고 차량 데이터를 연결하여 정확하고 사용자 친화적인 내비게이션을 구성할 수 있도록 product manager, system engineer, map platform backend engineer와 협업합니다.

[주요업무]
• Android 내비게이션 SDK를 개발합니다.
• Android 플랫폼 기반의 내비게이션 앱을 개발합니다.
• 모빌리티 지도 서비스와 연동한 검색, 탐색, 길안내 등의 내비게이션 기능을 개발합니다.
• 차량데이터를 연동한 내비게이션 기능을 개발합니다.
• VR을 연동한 내비게이션 기능을 개발합니다."
팬마음,"마감일
상시",안드로이드 개발자 경력 모집,안드로이드 개발자,"• 2년 이상 서비스 운영/개발 경험이 있거나 이와 준하는 경험이 있으신 분
• Kotlin 숙련자
• MVVM 패턴 경험자
• 협업 도구에 익숙하고 팀워크가 좋으신분

[개발환경]
• 사용 언어: Kotlin(주), Java(부)
• 업무도구: Git, jira, confluence, zeplin, postman, slack, jenkins 등 사용중","• Glide 라이브러리 사용 경험
• DI 개념에 대해 인지하고 계신분
• LiveData 개념에 대해 인지하고 계신분
• 데이터 바인딩 사용 경험
• 잠금화면(첫화면) 서비스 개발 경력","경력
경력 2~5년","Java
Kotlin
Android OS
Git
Jira
Zeplin
Confluence
Postman",https://www.jumpit.co.kr/position/2784,"• 근무 장소: 서울시 강남구 4번 출구 3분 거리
• 업무 관련 도서 구입 지원
• Macbook Pro + 27인치 모니터 지원
• 유연근무제 
• 매달 마지막 금요일 오전 근무
• 본인/배우자/부모님 생일 4시 퇴근
• 결혼기념일 4시 퇴근","저희 팬마음 팀은 전세계 K-POP 팬들을 대상으로 유료 결제 없는 투표 컨텐츠를 제공하기 시작해 현재는 매월 40만명 이상의 유저가 사용하는 [팬플러스] 서비스를 운영하고 있습니다. 

#팬플러스 제품 비전
""팬플러스는 함께 덕질하는 재미를 느끼도록 돕고, 팬플러스에서 이루는 것이 하나의 K-POP 팬 문화로 자리 잡는 것을 꿈꾼다.""


우리는 '팬'들을 이 세상에서 누구보다 열정적인 사람들이라고 생각합니다.
누군가를 좋아하고 열렬히 응원하고 사랑하는 것은 그다지 일반적이지 않습니다.
엄청난 열정이 있어야 가능합니다.

우리는 이 세상 누구보다 열정적인 사람들의 생각과 행동, 그리고 이야기를 존중합니다.
이들이 만들어내는 모든 이야기는 큰 가치를 지니고 있어 전세계 팬들에게 소비되고 공유되어 K-POP 산업을 성장시키는 데 큰 역할을 합니다.

우리는 이러한 열정을 지닌 사람들이 팬플러스 안에서 함께 덕질하는 재미를 느끼도록 돕고, 팬플러스에서 이루는 것이 하나의 K-POP 팬 문화로 자리 잡는 것을 꿈꾸고 있습니다.


저희는 우리의 비전을 실현하기 위해 뛰어난 팀원들과 탁월한 서비스를 개발하고 싶습니다.

저희와 함께 이러한 가치를 실현하실 안드로이드 개발자를 채용하고자 합니다.

#팬플러스에 대해
- 팬플러스 제품비전: https://bit.ly/2sQtRnd
- 팬플러스 팀이 일하는 방식: https://bit.ly/303pdhx

#팬플러스 살펴보기
- 구글플레이: https://bit.ly/2uWva4N
- 앱스토어: https://apple.co/37MuPzn",• 신규 프로젝트 개발
엑스퍼트아이엔씨,"마감일
상시",안드로이드 및 iOS 기반 디바이스 애플리케이션 개발,안드로이드 개발자,• 관련 분야 5년 이상 경력,• 영어 능통자,"경력
경력 5~10년","Flutter
React Native
Android OS
iOS
java
kotlin
swift",https://www.jumpit.co.kr/position/14302,"• 성과금 지원
• 자율 근무제 (오전 10시 ~ 오후 7시 기준)
• 식비 지원
• 명절 지원
• 경조사 지원
• 장기근속자 포상","2019년 설립이래 산업분야와 개인용 XR 웨어러블 시장을 선도하고자 스마트글라스와 최적의 관련 솔루션을 공급하고 있습니다. 그 결과 대한민국 대표 스마트글라스 토탈 솔루션 회사로 성장하였으며, 최고 품질의 제품과 솔루션을 여러 산업분야와 개인들에게 서비스 함으로써 국내 XR 시장을 활성화하는데 기여하고 있습니다.
또한, 글로벌 No.1 산업용 AR 스마트글라스 제조사인 Vuzix사와 한국 및 APC 총판 계약을 체결하였고 독일의 Team Viewer GmbH사와 기술 파트너를 맺고 국내에 관련 서비스를 제공하고 있습니다.","• 안드로이드 기반 디바이스 애플리케이션 개발 (주업무) 
• iOS 디바이스 애플리케이션 개발 (부업무)"
에스앤피랩,"마감일
상시",Android 개발자,안드로이드 개발자,"• 3년 이상 Android 개발 경험을 보유한 자기 주도적인 성향의 개발자
• 새로운 분야에 대한 학습을 두려워하지 않는 개발자
• 커뮤니케이션 및 협업에 능숙한 개발자
• Kotlin 언어에 능숙한 개발자
• Jetpack 라이브러리에 능숙한 개발자",-,"경력
경력 3~10년","Android OS
OpenAPI
Kotlin
GraphQL",https://www.jumpit.co.kr/position/16374,"• 입사 웰컴키트 증정
• 생일 기념 쿠폰 증정
• 어학 및 체력단련 지원
• 자유로운 연차 사용
• 자유로운 출퇴근 복장 
• 자기계발 위한 도서구입비 지원
• 업무관련 교육 지원
• 최신장비 지원
• 아침식사 제공
• 사내편의점 운영
• 수습기간 급여 100% 지원","에스앤피랩은 강하고 안정적인 회사입니다.

우리는 마이데이터 시장에서 새로운 플랫폼을 만들었으며, 새로운 시장을 개척하고 인정받고 있습니다.

마이데이터 산업의 대표 에스앤피랩의 가족이 되어 착한 서비스, 착한 사람들과 함께하세요.

우리는 빠르고 단단하게 성장하는 기업입니다.
매년 300% 초고속 성장하는 에스앤피랩과 더 높은 비상을 위해 함께 하세요.
성공할 때까지 시도하여 실패할 수 없는 기업입니다.

마이데이터 산업을 선도하는 에스앤피랩의 가족이 되세요.","• On-Device 기반 마이데이터 거래 플랫폼 및 어플리케이션 개발(Android)
• 자사 Open API 및 블록체인 서버 연동을 통한 비지니스 로직 개발
• Google Play Store에 어플리케이션 배포 및 유지보수"
라라스테이션,"마감일
2023-08-31",안드로이드 개발자,안드로이드 개발자,"• 3년 이상의 Android 개발 경력 혹은 그에 준하는 실력을 가지신 분
• Java, Kotlin 언어의 개발 경험을 가지신 분 
• 안드로이드 최신 Layout 설계에 익숙하신 분 
• OpenAPI, SDK 등 외부 라이브러리 연동 경험이 있으신 분","• 영어, 중국어, 일본어 중 최소 한 가지 언어의 비즈니스 소통 가능하신 분
• Google Play 배포부터 서비스, 업데이트까지의 풀 체인 경험을 가지신 분
• DevOps 및 CI/CD, 프레임워크에 대한 경험이 있으신 분
• AAC, MVVM에 대한 이해도가 높으신 분
• 리테일, 이커머스 산업에 대한 경험이 있으신 분
• Alibaba Cloud / AWS / Azure 등 퍼블릭 클라우드 경험이 있으신 분","경력
경력 3~10년","java
kotlin
android os",https://www.jumpit.co.kr/position/15171,• 사내 카페 무료 이용,"㈜라라스테이션은 2020년에 설립된 회사로 벤처기업입니다. 서울 강남구 봉은사로18길 71 (역삼동)에 위치하고 있으며, K-LIVE 첫 페이지를 만드는 대한민국 NO.1 라라스테이션사업을 하고 있습니다.
당사 사세 확장으로 인한 개발자 여러분의 많은 지원을 부탁 드리겠습니다.","• 라이브 커머스 플랫폼을 위한 Android 애플리케이션 기획, 설계, 구축, 관리
• 파트너 개발사와 협업하여 신규 개발 프로젝트 수행 및 관리
• 기능 단위 Sprint에 참여하여 Android 개발 리드"
엔포트버스,"마감일
상시",Android 안드로이드 개발자,안드로이드 개발자,"• 경력 : Android 앱 개발 2년 이상
• 개발경력만 경력으로 인정합니다. (개발경력 2년 미만자는 지원 불가)
• 신입 : 지원 불가
• 국적 무관(국내 거주 외국인 지원 가능)
* 참조: 병역특례 지원자의 경우 현역 TO는 없어 현역은 전직자만 가능하고 보충역은 신규 및 전직자 모두 가능합니다.",• Playstore 출시 경험자,"경력
경력 2~7년","Kotlin
Java
Git
Zeplin
NGINX
notion.so
Android OS",https://www.jumpit.co.kr/position/14863,"[연봉 인상]
• 업계 평균 연봉보다 10% 이상 높게 책정합니다.
• 발전되는 목표를 가지고 앞으로 나가야 할 더 큰 비전이 있습니다.
• 다양한 인재들이 있어야 그 목표를 달성할 수 있다고 생각하기에
• 아무리 급해도 우리와 맞지 않는 분들은 함께하지 않으려고 합니다.
• 하지만 현실적인 고민탓에 기회를 날리지는 않습니다.

[인센티브 지급]
• 2년마다 전직원에게 인센티브 지급합니다.
• 함께하는 직원들에게 회사이익을 함께 나눕니다.

[업무 장비 지원]
• 업무에 필요한 개인장비를 300만원 상당으로 원하시는 세팅으로 지원합니다.
• 앉아있는 시간이 많으니 의자가 중요하다 - 허먼밀러 등 원하시는 의자 가능
• 개발에는 애플이 좋다면 - 맥북프로 가능
• 감성보다는 스펙이 중요하다면 원하는 스펙으로 PC 세팅 가능
• 기계식 키보드, 고급 마우스 지원
• 그 외 어떤 것이든 업무에 도움이 된다면 OK!

[야근 없고, 불필요한 회식하지 않는 문화]
• 업무와 관련 없는 회식으로, 또 크런치 모드라고 하는 과도한 노동으로 우리의 내일을 해치는 문화를 지양합니다.

[식비 & 교통비 지원]
• 어쩔수 없이 야근을 하게될 경우, 저녁 식비 및 교통비도 지원합니다.

[사내추천제도 운영]
• 최고의 복지는 좋은 동료! 추천자뿐 아니라 피추천자에게도 구인추천금을 지급합니다. (최대 300만원)

[자유로운 휴가 사용]
• 열심히 일한 당신에게 자유를 드립니다. 장기근속자는 10일의 refresh 휴가와 선물을 지급합니다.
• 아직 무제한 연차는 아니지만, 부여된 연차보다는 많이 사용하도록 노력하고 있습니다.
• 사유 없는 자유로운 휴가 사용 및 함께 업무하는 동료와 미리 조율한 된다면 장기 휴가도 가능합니다.
• 눈치보지 말고 사용하세요. 연차에는 이유를 묻지 앖습니다.

• 매년 명절(설날, 추석) 전날 그리고 매해 마지막 근무일에는 모두 조기퇴근을 합니다.

[경조사비]
• 기쁨도 슬픔도 함께, 탄탄한 경조휴가와 경조금을 지원합니다.

[도서구입비 및 자기계발비 지원]","엔포트버스 주식회사는 사원수 50명 규모의 중소기업입니다.
서울 마포구 월드컵북로 402, 22층(상암동, KGIT센터)에 위치하고 있으며,
IT 전문 개발 서비스 업체로서 모바일 게임 사업, 블록체인 기반 사업, P2P금융 핀테크 사업 등 다양한 IT경험을 바탕으로 선도해 나가고 있습니다.

[NportVerse]
NportVerse Company는 미래를 만들어 갑니다. 시장은 Trend 변화와 함께 도전과 성장의 기회를 제공해 왔습니다.
공유 경제는 현 Trend의 중심 키워드 중 하나이며 공유 경제라는 범위안에서
금융시장의 변화는 차세대 시장 변화의 중심이 될 것입니다.
NportVerse Company는 CBDC, Blockchain, Digital Asset, NFT, 비대면 금융 등
앞으로 금융시장 변화의 키워드에서 NportVerse Company만의 기술력과 노하우로
시장 변화의 중심에 위치할 것입니다.

[NportVerse Technology]
[NportVerse Decentralized Protocol ] NportVerse Decentralized Protocol System은
암호화 화폐 거래시장의 차세대 탈 중앙화 Transaction Protocol입니다.
레이어1 메인넷 시장과 레이어2 메인넷 시장 모두 대응이 가능하며
차세대 디지털 화폐 거래시장의 확장이 가능한 시스템 입니다.
앞으로의 변화가 예상되는 중앙화식 거래소 시장에서
NportVerse Decentralized Protocol System은 중앙화 경험을 탈중앙화 시스템을 베이스로
제공함으로써 앞으로의 변화에 기준을 지향합니다.

[NportVerse CBDC System]
NportVerse CBDC System은 앞으로 시장의 활성화가 기대되는 CBDC 시장에서
사용 Device에 On-line, Off-line 상태와 무관하게 User에게 CBDC거래 경험을 제공합니다.
이를 통해 NportVerse는 CBDC 사용성 시장 확대에 기여할 것입니다.

[NportVerse Layer 3 System]
Layer2의 등장은 가스비의 해결을 위함이었습니다.
NportVerse의 Layer3 System은 Device Wallet 연동을 통해 가스비 최소화를 넘어
거래소를 통한 거래 시 실질 자산의 증명, 보안을 강화하며,
앞으로 활성화가 기대되는 Tokken 사용 시장에도 확장성을 가져올 수 있는
Service가 될 것입니다.
IBM Hyperledger Mainnet + Device Wallet Service를 포함한 NportVerse의 Layer 3 System은
앞으로의 시장 변화에서 중요 Trend가 될 것입니다.

[NportVerse NFT GAME]
NportVerse NFT GAME은 Casual Game 시장부터 Metaverse Game 시장까지 그 도전을 이어갑니다.
NFT Game의 도입은 기존 Game 시장과 연계하여 업계의 허들이 존재할 수 있습니다.
NportVerse NFT GAME은 이러한 시장 허들을 넘어 새로운 방식의 NFT 금융 서비스를 도입하여 시장에 도전합니다.
NportVerse만의 BlockChain 관련 기술과 Servie가 접목되어 펼쳐질 새로운 시장에 주목해 주세요.

[NportVerse 비대면 투자 포털]
총 거래액: 3조 7506억 원 (*2023년 01월 기준)
NportVerse의 비대면 금융 Solution을 통한 투자 유치 금액
NportVerse는 시장 Partner사들과 함께 Digital 금융 Portal Service를 제공합니다.
비대면 금융 투자는 NFT, 온투법, 특금법, 벤투법에 기초한 확장 서비스를 제공할 것이며
이러한 infrastructure를 통해 사용 User의 Risk를 상쇄할 수 있는 다양한 파생 Service를 제공할 예정입니다.
현 관련 법들의 시행 초기 과도기적 시장 상황을 넘어 앞으로의 확장성이 기대되는
국내 최초의 비대면 금융 Portal Service를 만나 보세요.

[NportVerse 기업문화]
NportVerse 역시 Startup의 장, 단점이 함께 공존하지만
NportVerse는 프로의식을 통해 우리 모두의 성과를 위해 노력합니다.
사회 연차에 상관없이 우리의 조직 문화는 프로의식에 기반을 두고 있습니다.
자신의 일을 성숙한 마인드로 대하고 임함으로써 Startup 고유의 수평적인 조직 문화의 장점을 살리고
각각의 Project의 성과, 회사 모두의 성과가 함께하는 Crew분들에게 직관적으로 쉐어할 수 있는
NportVerse만의 독특한 Startup 문화를 제공합니다.

[We're going to be in the market for Digital Finance. With the future]
우리는 Digital 금융 시장의 미래와 함께 합니다. 우리의 Business System은 Digital 금융 시장의 중심이 될 것입니다.
Digital 화폐는 시장성을 확대 시 사용, 거래, 투자 필요성을 발생시키고
이는 우리의 존재로 이어질 것입니다.
NportVerse System의 등장은 시장 선도의지의 표현일 것이며 투명성과 안전성을 통한
User들과의 신뢰 개선을 통한 시장의 확장에 있을 것입니다.
NportVerse System은 여러분들과 함께 Digital 금융 시장의 미래를 만들어 나가겠습니다.","• Android 어플리케이션 개발
• 당사의 CBDC 관련 특허 프로젝트 참여 (블록체인 경력 및 사전지식이 없어도 지원 가능)"
아이엠파인,"마감일
상시",안드로이드 개발자,안드로이드 개발자,"• [필수제출요소] 공개 가능한 깃허브 계정과 레포지토리 혹은 본인의 개발블로그 또는 Notion URL
• Java 혹은 Kotlin을 능숙하게 다룰 수 있는 분
• Android SDK를 능숙히 다를수 있는분
• Android Studio 와 Gradle 및 외부 라이브러리 활용에 막힘이 없으신분
• 개발자로서 커뮤니케이션을 즐기는 분","• Java/Kotlin 이외에 다른 언어나 플랫폼 개발이 가능하신 분
• H.264(H.265) 인코딩, 디코딩, 스트리밍 개발에 능숙하신 분
• TCP, UDP 및 블루투스 등 네트워크개발에 능숙하신 분
• 동기화 및 비동기화에 대핸 이해가 깊은 분
• GUI 바인딩과 템플릿에 대한 이해가 깊은 분
• Git을 능숙하게 사용하는 분
• 외국어 능력","경력
경력 2~6년","Android OS
Android SDK
Android Studio
Kotlin
Java",https://www.jumpit.co.kr/position/7032,"• 모두가 즐겁게 일하는 문화를 만들어 나갑니다.
• 입사 1주년, 3주년, 5주년에 인센티브와 리프레쉬 휴가를 지급합니다.
• 생일이나 결혼기념일엔 조기 퇴근을하여 가족 혹은 지인들과 즐거움을 나눕니다.
• 결혼 및 출산시 인센티브와 휴가를 드립니다.
• 연 2회 FINE DAY 행사를 진행, 점심식사와 영화 관람등 문화행사를 즐깁니다.
• 연 1회 즐거운 플레이샵을 진행합니다.
• 직능과 관련있는 컨퍼런스 및 전시행사를 수시로 참석합니다.
• 점심시간은 11시30분부터 1시까지 넉넉히 드립니다.
• 그 밖에 기본적인 복지는 말 그대로 기본입니다.","아이엠파인은 체험형 인터렉티브 솔루션을 개발하는 업체입니다.
LED, 디스플레이, 모바일 등 다양한 플랫폼을 타겟으로 하고 있는만큼 이 분야에서 다양한 경험을 가진 개발자 분을 모시고 있습니다.","• Java, Kotlin을 이용한 안드로이드 애플리케이션 및 서비스 개발
• HTTP/TCP/UDP 및 블루투스 를 활용한 통신 개발
• Wear OS 개발"
