회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지,회사소개,주요업무
이커넥트,"마감일
상시",[이커넥트] CTO 개발총괄 모집,웹 풀스택 개발자,"• 관련 경력 5년 이상
• 하나의 연결된 프로덕트를 완성해보고, 출시 및 운영까지 참여한 경험
• PHP 언어 및 다양한 개발 관련 기술 스택에 대한 높은 이해도를 보유하신 분
• 풀스택 개발 가능자(개발 가능 언어 최소 2개)
• 신사업 및 신기술에 대한 두려움이 없으신 분","• 음성 플랫폼 서비스 런칭 및 운영 경험이 있으신 분
• 스타트업 개발 조직 리드 경험이 있으신 분
• 데이터분석을 기반으로 빠르게 실행하실 수 있는 분
• 스스로 문제를 찾아서 해결하고, 그로부터 성취감을 느끼시는","경력
경력 5~10년","Java
JavaScript
PHP
jQuery
iOS
REST API
SW",https://www.jumpit.co.kr/position/14447,"[이커텍트에서 누릴 수 있는 혜택]
• 구성원들이 자기 계발을 할 수 있도록 교육&도서를 지원합니다.
• 자유로운 연차/반차 사용으로 쉴 때는 확실하게 쉬어갑니다.
• 사주나루를 통해서 점술가 무료 컨설팅을 받을 수 있습니다.
• 명절 상여금, 경조사 지원, 중식 지원 등의 다양한 복지가 갖춰져 있습니다.","▶ 홈페이지 : http://www.econnect.kr/
▶ 서비스 확장으로 인한 충원입니다.
▶ 서울지사는 설립예정에 있으며, 세부 위치는 미정입니다.","• 개발 조직 인재 영입 및 관리
• 웹/앱 플랫폼 개발 및 관리 총괄
• 서비스 구현을 위한 개발 전략 수립 및 기술 로드맵 제시
• 내부 서비스 개선 (기술 고도화, 속도 개선, 보안, 검색 최적화)
• 개발/기획/디자인 실무자와의 협업 커뮤니케이션"
제이앤피메디,"마감일
상시",[JNPMEDI] Senior Fullstack Software Engineer 모집,웹 풀스택 개발자,"• 웹 서비스 개발 경력이 5년 이상인 분 또는 그에 상응하는 경험이 있는 분
• 컴퓨터공학 전공 혹은 그에 상응하는 지식을 보유한 분
• 스타트업 조직 문화 경험이 있거나, 새롭게 만들어가는 과정에 거리낌 없이 도전적인 분
• MSA(Micro Service Architecture)에 대해 설계, 개발해 본 경험이 있는 분
• 한가지 이상의 Framework에 대해서 동작 방식을 깊이있게 이해하고 설명할 수 있는 분
• 한가지 언어 이상의 언어에 대해서 전문성을 보유한 분","• 대규모 웹 서비스 설계 및 개발 경험이 있는 분
• 반응형웹, 웹 표준을 고려한 UI 개발 경험이 있는 분
• 서비스를 주도적으로 개선하는 일을 좋아하는 분
• 임상시험 관련 도메인 지식이 있는 분","경력
경력 5~20년","React
TypeScript
JSX
Sass
GitHub Actions
Node.js
MySQL
AWS
MSA",https://www.jumpit.co.kr/position/10510,"• 4대보험가입
• 각종 경조사 지급
• 개인별 법인카드 지급 (식대, 교통비, 출장 등 회사 관련 업무에 사용)
• 스탠딩데스크 지급
• 자유로운 복장
• 수평적 조직문화(직책 상관없이 전직원 '~님'호칭)
• 자유로운 연차사용(자동승인)-연차/반차/반반차 사용가능
• 맥프로, 모니터 지급
• 전직원 단체 보험 가입
• 3년 근무시 유급휴가 10일 지급
• 개발자 채용시 Referral 보상 100만원~300만원 (횟수에 따라 상승)
• 특허출원 및 등록 시 각 50만원 지급
• 본인 및 가족 1인 종합건강검진 매년 무료 지원
• 이사지원금 최대 205만원 지급-인천시 외 타지역에서 연수구 송도동으로 이주하고자 하는 전직원에 한함
- 이사비 (40만원 한도, 실비) 
- 월세-5개월 지원 (월 30만원 한도, 실비) 
- 전세-대출이자 지원 (2년간 최대 150만원 한도, 실비) 
- 부동산 중개수수료 (1회, 15만원 한도, 협약 된 부동산 이용, 실비) 
• 복지포인트(JNP COIN)지급-직책에 따른 역차등 지급(팀원 6,000,000 coin/년 제공)
- 휴가, 소모품(키보드, 마우스 등), 도서, 문화생활, 교육 및 기타 다양한 복리후생제도 선택적 사용가능
• 생일 시 5만원 상당의 상품권 지급 및 조기귀가(2시간), 
• 통신비 지급 (팀원 5만원/월, 팀장 10만원/월) 
• 다과, 음료 무한 제공하는 스낵바 운영
• 명절선물 지급
• 웰컴키트지급","JNPMEDI의 주요 서비스 영역은 의료데이터 관리이며, 임상 데이터 관리 솔루션인 Maven Clincal Cloud를 통해 다양한 유형의 임상을 지원합니다.
Maven Clinical Cloud는 기능 모듈을 필요에 따라 선택 가능한 형태로 구성되어 비용 효율적이며, 다음 임상으로 성공적으로 진입할 수 있도록 원스톱 솔루션을 지향하고 있습니다.","Maven Clinical Cloud는 전통적인 제약/바이오 산업에서 가장 진보한 기술로 임상시험 전반을 Digital Transformation하기 위한 웹 서비스입니다.

• Maven Clinical Cloud 웹서비스 개발
• 고가용성, 고확장성 아키텍처 설계 및 서비스 설계, 개발, 테스트, 운영
• 공통 프레임워크 및 라이브러리 개발 기여
• 개발 프로세스 및 문화 정립"
마인즈앤컴퍼니,"마감일
상시",Python 개발자,웹 풀스택 개발자,"• 컴퓨터공학 및 관련학과 학사 이상의 학력 (필수) 
• Frontend 및 Backend 개발 유관 경력 3년 이상 (전문연구요원에 한하여 신입 지원 가능) 
• Python, Javascript(Typescript), Java 중 1개 이상 능숙한 사용자
 • Python(Flask, FastApi)을 이용한 Restful API 개발 경력 또는 Java(Spring Framework)를 활용한 웹 프로젝트 경력 보유
 • 관계형 데이터베이스 SQL 및 ORM 사용 경험 (예: MySQL, MariaDB, Postgresql 등) 
• Docker등 컨테이너 기술을 이용한 패키징 및 운영 경험 보유
• Linux 환경 내 개발 및 배포 경험 보유","• 새로운 언어나 기술을 학습하여 빠르게 적용 가능한 역량 보유
• React, Vue.js 등 SPA 사용 경험
• 대규모 웹 서비스 개발 경험 
• Deep Learning에 대한 이해 및 관련 Framework 사용 경험
• Microservice Architecture에 대한 이해
 • Docker, Docker Swarm, Kubernetes 등 컨테이너 기술 숙련","경력
경력 3~10년","Python
Vue.js
Java
Docker
MariaDB
MongoDB
JavaScript
Flask
Spring Framework",https://www.jumpit.co.kr/position/16726,"[더 잘 일할 수 있도록, 임직원을 생각한 복리후생을 제공합니다]

■ 근무 지원 
 - 중식비 지원 
 - (정말 피치 못할 야근 시) 야근 택시비 및 석식 지원 
 - 장기 근속 포상(3/6/9년): 리프레시 휴가 및 휴가비 지원

■ 자기개발 지원
 - 외부 강의 수강 지원
 - 도서 구입 지원
 - 자격증 응시료 제공 

■ 생활 지원
 - 경조사비 및 경조휴가 지원 
 - 2년마다 건강검진 지원 
 - 단체보험 가입

[혜택]
• 업계 최고 수준 연봉
• 성과 평가에 따른 인센티브 제공
• 3/6/9년차 장기 근속시 Refresh 휴가
• 오피스 점심 식사 및 무한 간식 제공
• 임직원 건강검진(60만원 상당 풀패키지), 단체보험 가입
• 개인 맥북/GPU 서버 등 고성능 장비 지원
• 외부 강의, 도서 구입 등 자기개발 지원
• 명절 선물 및 경조사비/경조휴가","AI 혁신의 End-to-end를 함께 하는 전문가 파트너, 마인즈앤컴퍼니 입니다.
2017년, AI 전문 컨설팅펌으로는 국내 최초로 설립된 마인즈앤컴퍼니는 AI 혁신 전략 컨설팅, AI 모델 개발, AI 솔루션 개발까지 AI를 Real World로 도입하는 모든 과정을 함께 합니다.
글로벌 전략 컨설팅펌 출신의 파트너가 마인즈앤컴퍼니를 이끌고 있으며, 업계 최고 수준의 수준의 프로젝트 산출물과 AI 도입 서비스를 지향합니다.
기술과 IT, 비즈니스 언어를 모두 이해하는 하이브리드 역량을 갖춘 전문가 집단으로서 국내 유수의 기업 및 기관과 함께 AI 기반 비즈니스 혁신을 이뤄가고 있습니다.

[마인즈앤 컴퍼니는 이런 회사입니다]
■ 고객사의 고민을 AI 전문가의 시각에서 재정의하고, 문제 해결을 실행하는 모든 단계를 함께하는 전문가 집단입니다.
■ 2017년 설립 이후 지금까지 약 100개 이상의 AI 프로젝트를 수행해온 탄탄한 포트폴리오를 자랑합니다.
■ 글로벌 전략 컨설턴트, Kaggle Competition 마스터, AI 석/박사 인력들이 최고 수준의 AI 모델과 솔루션 제공을 목표로 합을 맞추고 있습니다.

[마인즈앤 컴퍼니는 이런 일을 합니다]
■ 인공지능 활용을 위한 ML Platform, 상용화 모델을 탑재한 ML OPS 제품은 물론 자체 경진대회 플랫폼 AI Connect까지 갖춘 토탈 솔루션을 제공합니다.
■ 금융, 통신, 전자 및 제조 등 대기업군은 물론 스타트업 등 산업 전 분야에 걸친 고객사와 함께 성장 기반을 다져나가고 있습니다.
■ AI 전략 및 모델, 솔루션 등의 프로페셔널 서비스를 제공하기 위해 시각지능, 언어지능, Advanced Analytics 등의 분야에서 전문 역량을 구축하고 있습니다.","• MLOps 솔루션, AI 서비스 상품화 및 AI 경진대회 플랫폼 Frontend/Backend 개발
• Vue.js 등 SPA를 이용한 Frontend/Back office 개발
• Python 및 Java 프레임워크를 이용한 Backend 서비스 개발
• Docker를 기반으로 한 서비스 패키징 및 관리 
• MariaDB, MongoDB를 이용한 메타데이터 및 모니터링 데이터 관리"
아프리카티비,"마감일
상시",[아프리카TV] Global 스트리밍 플랫폼 LIVE 방송 서버 개발,웹 풀스택 개발자,"• 개발 경력 3년 이상 보유하신 분
• 하나 이상의 프로그래밍 언어에 능숙하신 분
• 네트워크 프로그래밍 경험이 있으신 분","• C, C++ 또는 Go 프로그래밍 경험이 있으신 분
• 대용량 트랜잭션 처리를 위한 아키텍쳐 구성에 대한 관심이 많으신 분
• 원활한 커뮤케이션이 가능하신 분
• 글로벌 서비스 개발 경험이 있으신 분
• 영어 커뮤니케이션이 가능하신 분","경력
경력 3~10년","C
C++
Go",https://www.jumpit.co.kr/position/17181,"• 더 크게 누려요
복지포인트, 명절포인트, 사내대여금, 성과급, 장기근속상, 자기계발 지원, 출퇴근 지원, 동호회

• 건강하고 즐겁게 일해요
주 35시간, 재택근무, 닉네임 소통, e-townhall meeting, 리프레쉬 휴가, 건강검진, 단체상해보험, 마음토닥 프로그램, 카페테리아, 휴양시설 지원, 전사행사, SEED 제도

• 가족을 응원해요
가족친화 경영, 경조사 지원, 부모님 생신선물, 본인생일축하

• 나누면 행복해요
1% 나눔운동, 사회공헌 콘텐츠","모든 것이 콘텐츠가 되고, 누구나 주인공이 되는 “아프리카TV”에서 열정을 라이브 할 준비 되셨나요?
라이브 소셜 미디어인 아프리카TV는 방송을 함에 있어 특별한 기술이나 장비, 비용없이 누구나 쉽게 어디서든 PC와 Mobile을 활용해 라이브 방송을 진행할 수 있습니다. 

또한, 시시각각 빠르게 변화하는 Mobile환경에서 늘 앞선 서비스와 기술로 대응하며 아프리카TV는 매년 높은 성장을 하고 있습니다.
독보적인 1인 미디어 산업의 리더로서 국내 유저뿐만 아니라 전 세계 유저와 함께 소통하기 위해 미국, 일본, 대만, 태국, 홍콩에 지사를 설립하여 글로벌 미디어의 중심으로 나아가고 있습니다.
아프리카TV는 실시간 소통을 통하여 유저와 BJ가 상호작용하면서 만든 콘텐츠로 재미와 감동을 선사하는 것은 물론 새로운 놀이 문화를 만들고 있습니다. 
‘먹방’이라는 문화를 탄생시키고,’BJ’라는 유망한 직업 군을 만들어 내는 등 끊임없는 도전과 혁신을 통하여 다양한 분야에서 가치를 창출하고 새로운 문화를 함께 만들고 도전해 나 갈 분을 기다립니다.","• 신규 LIVE 방송 서비스 개발 및 운영
• 신규 대용량 채팅 서비스 개발 및 운영"
무하유,"마감일
2023-07-31",[무하유/카피킬러] 웹 개발자 (10년 이상),웹 풀스택 개발자,"• 개발 경력 10년 이상 보유하신 분 (40-50대 환영합니다)
• 일정과 기술적 완성도 사이에서 적절한 합의를 도출하고 실행할 수 있는 분
• 서비스 요구사항에 맞는 다양한 기술을 리서치하고 제안하며 적용하는 데 거부감이 없는 분
• 코드 리뷰, 개발 세미나 등 개발 문화를 함께 만들어가고 싶은 분
• 커뮤니케이션을 중요하게 생각하시는 분
• 실무 개발자로서 커리어를 이어나가고 싶으신 분","• 마이크로 서비스 아키텍처 설계 및 개발 경험이 있으신 분
• 대용량 트래픽 시스템을 개발 및 운영 해 본 경험 있으신 분
• 기술부채를 관리하며 적시에 상환한 경험이 있으신 분","경력
경력 10~20년","Java
Spring Boot
Spring Data JPA
QueryDSL
MySQL
Amazon S3
Amazon SQS
Kafka
Git
AI/인공지능",https://www.jumpit.co.kr/position/17470,"• 자율복장 / 중식 제공 
• 재직 3년마다 리프레쉬 휴가 / 반차, 반반차 휴가 / 우수직원 황금열쇠 수여
• 종합건강검진 지원 / 도서구입비, 직무교육비 지원 / 신규입사자, 생일자 선물 / 명절 선물
• 사무실 내 공기정화식물이 많고 야외 테라스 있음 / 사무실에 공기청정기와 공조기 설치
• 휴게실 식음료 제공 /운동기구(전동안마의자, 공중부상의자, 필라테스 기구, 철봉, 거꾸리)
• 스터디큐브(업무집중 공간)","■ 무하유는 사람을 돕는 AI 기술과 서비스를 개발합니다.

'표절은 사람이 판단해야 한다', '사람은 사람이 뽑아야 한다', '면접은 사람이 보아야 한다'
맞습니다.
그러나 이 모든 것을 사람이 직접 하기에는 이미 여러분에게 너무 많은 업무가 부여되어 있지 않나요?

그래서, 무하유는 사람을 돕는 AI 기술과 서비스를 개발하고자 합니다.
사람만이 할 수 있는 본질적인 업무에 집중할 수 있도록 그 밖의 업무를 대신할 수 있는 기술과 서비스를 개발하고자 합니다.

사람을 대신하여 수백 억 건의 데이터를 비교하고 표절을 분석하는 일,
사람을 대신하여 자기소개서를 분석하고 평가에 용이한 형태로 만드는 일,
사람을 대신하여 질문하고 답변을 분석하여 평가 대상을 선별하는 일,

반드시 사람이 하지 않아도 되는 일은 카피킬러, 프리즘, 몬스터에 맡기고
반드시 해야 하는 중요한 일에 집중할 수 있도록
사람을 돕는 AI 기술과 서비스를 개발합니다.

• 대한민국 1위 표절검사 서비스 ‘카피킬러’ https://www.copykiller.com/
• AI 채용서류 평가 서비스 '프리즘’ https://service.prism.work/
• 국내 유일 대화형 면접 서비스 '몬스터' http://monster.muhayu.com/
• AI기반 취업지원 올인원 서비스 'CK PASS' https://www.ckpass.copykiller.com/
• 일본어 전용 표절검사 서비스 ‘카피모니터’ https://www.copymonitor.jp/
• 대입 자소서, 학생부의 공정성을 위한 자동 가림 솔루션 ‘블라인드 체커’","• 표절검사(카피킬러) 제품군 관련 서비스 개발
• 비대면 면접 및 채용 관련 서비스 개발"
프라이빗테크놀로지,"마감일
상시",풀스택 개발자,웹 풀스택 개발자,"• 경력 4년 이상
• Java, MySQL(Maria DB)
• Spring, JPA(Hibernate) 기반 웹 애플리케이션 개발 경험
• javascript, jQuery 개발이 능숙하신 분
• HTML5, CSS3 등 웹 표준 능숙하신 분
• RestFull 능숙하신 분
• IntelliJ, Git 사용에 어려움이 없으신 분
• 협업 부서와 원활한 커뮤니케이션 가능하신 분","• 리눅스(Ubuntu) 배포 경험하신 분
• RPC 서버 구축 경험하신 분
• MSA 업무 경험하신 분","경력
경력 4~10년","Java
MySQL
MariaDB
Spring
jQuery
Ubuntu
JavaScript
HTML5
CSS 3",https://www.jumpit.co.kr/position/17946,"• 시차출퇴근제 (오전 8시부터 10시까지 원하는 시간에 출근)
• Go Together Program 성과급 지급(성과에 따른 변동성 보상)
• 연간 50만원한도 내 자기계발비 지급
• 생일축하금 및 경조사 지원
• 다과 제공
• Hero of the Year: 그 해 최고로 회사를 빛낸 멤버 선정 및 보너스 지급
• 명절상여금 지급
• 퇴직연금 별도가입
• 회식비 지급
• 장기근속자 5년 Refresh 휴가 5일
• 하계휴가비 지급",https://www.pribit.com/,• 제품 및 플랫폼 서비스 개발 및 유지보수
포씨게이트,"마감일
2023-08-31",병원 키오스크 시스템 개발자,웹 풀스택 개발자,"• 성별 : 무관
• 학력 : 전문대졸 이상
• 전공 : s/w개발 관련학과
• 경력 : 3~5년
• 직무역량 : 
 1) C#, WPF, ASP, NET, MFC, HTML, JAVA, JSP
 2) DB 유경험(ORACLE, MS-SQL, MYSQL 등)
 3) TCP/IP 통신, RS-232C 시리얼 통신","• 컴퓨터소프트웨어, 컴퓨터시스템 공학 등 관련 전공자
• 해당 직무(C#, WPF) 경력 3~5년 유경험자","경력
경력 3~5년",".NET
C#
WPF
Java
Mfc
JSP
ASP.NET
Oracle
TCP/IP
MySQL",https://www.jumpit.co.kr/position/17463,"• 강의수강 및 개발자 교육비 지원
• 통신비 지원
• 건강검진 ( 일반검진 + 종합혈액검사)
• 간식제공 ( 원두커피머신, 자판기 음료, 과자 등)
• 성과상여
• 휴일수당","[Vision]
• 세계 의료의 IT를 선도하는 서비스 크리에이터
[Mission]
• 컨텐츠 & 서비스 가치 발현과 평등한 서비스 수혜를 위한 지속적인 탐구
• 의료시장을 연결하는 가치사슬에 대한 끊임없는 관심과 호기심","• 키오스크(순번/도착확인/기초측정) 유지보수 및 신규개발
• 표시기(안드로이드/윈도우) UI 수정"
글로텍,"마감일
2023-09-30",프레임워크 기반 JAVA 웹 개발자 모집,웹 풀스택 개발자,• 자바 웹개발 3년 이상,"• 전자정부프레임워크 활용 경험자
• Spring 활용 경험자","경력
경력 3~20년","Java
Spring
Oracle
SQL
JavaScript",https://www.jumpit.co.kr/position/17854,• 4대보험 등 기본적인 복지혜택 제공,"당사는 30년 이상 건설분야 견적, 수량 산출 솔루션(토목견적솔루션 점유율 1위) 및 화상회의, 일정공유 솔루션 등 전문솔루션 개발 및 공급회사입니다.
솔루션(자체 개발 솔루션 판매 중) 개발 및 판매 뿐 아니라, 다양한 정부 및 공공기관 R&D 사업, 건설 견적 전문 시스템 구축 등을 진행하고 있습니다.
내부 솔루션의 웹 버전 개발과 공공 R&D의 수행, 공공기관 웹 업무시스템 유지보수 및 고도화 등 사업을 함께 할 전문 웹 개발자를 모십니다.
다양한 자바 활용 웹프로그램 개발을 할 수 있는 많은 분들의 지원을 바랍니다.
전자정부프레임워크, Spring 등 프렘임워크를 활용해 보신 분들 우대합니다.","• 공공기관 웹 업무시스템 유지보수 및 고도화,
• 정부 R&D 설계 개발
• 내부 웹 시스템 개발"
일성유한책임회사,"마감일
상시",운영 개발자 채용공고,웹 풀스택 개발자,"• React 기본
• 데이터베이스(PostgreSQL)
• GIT
 *JAVA에서 React로 전향하는 경우
 - 기초적인 React 개발 방법론
 - 숙련된 데이터베이스 분석/설계 능력
• 경력 : 만 5년 이상 15년미만 개발/운영 경험
• Javascript에 대한 충분한 기술적 이해
• ECMAScript 6 이상
• React를 웹서비스 개발/운영
• REST API 클라이언트/서버 개발/운영","• Next.js를 사용한 웹서비스 운영
• React 상태관리 라이브러리(Mobx, Recoil) 사용 경험
• React 성능 최적화 경험
• Docker를 활용한 배포 경험
• 웹사이트 자체 호스팅 경험","경력
경력 5~15년","React
PostgreSQL
Git
JavaScript
REST API
Java
Next.js
Docker",https://www.jumpit.co.kr/position/12840,"[근무조건]
• 포지션 : 운영개발자
• 근무일시 : 주 5일(월요일 ~ 금요일) 09:00 ~ 18:00
• 급여 : 연봉 8,000만원 이상 / 경력에 따른 협의
• 근무지역 : 대구 동구 상매동 517 일성유한책임회사

[복리후생]
• 구내식당 식사지원 : 매일 점심, 저녁 경력직 영양사께서 편성해준 맛있는 식사가 제공되요.
• 성과와 보상 : 우리는 성과에따라 매년 8% 이상의 평균 연봉인상을 진행하고 있습니다.
• 자율출퇴근 : 나에게 딱 맞는 시간에 업무 할 수 있습니다.
• 야근없는 문화 : 오래 일한다고 일의 효율이 늘지않아요. 부담없이 퇴근하세요.
• 자율 복장 : 자신에게 가장 편한 옷을 입고 출근하세요.
• 사내 편의시설 : 카페테리아와 편의점이 있어서 멀리 나가지 않아도 맛있는 커피와 간식이 제공되요.
• 자유로운 휴가 : 원할 때 편하게 사용하세요. 누구도 눈치주지않아요.","안녕하세요 개발자 여러분.

먼저, 저희 일성을 간단하게 소개한다면 일성은 화장품과 건강기능식품이 주 사업분야인 회사로써, 2015년부터 탄탄한 재무구조를 가진 모회사의 자본을 바탕으로 사내 프로그램을 직접 개발해왔으며 현재 HRMS, Mattermost Custom, Portal System 등을 운영해나가고 있습니다.

그리고 2023년 05월부로 현재 진행중인 사내 프로젝트가 종료 될 예정입니다. 사내 프로젝트가 마감되면 일성의 탄탄한 재무구조를 기반으로 새로운 개발문화를 빌드업하고 스타트업 체제로 개발팀을 구성할 예정이며 그에 적합한 인재를 찾고 있습니다. 

일성의 장점은 세가지 입니다. 
첫째, 점심식사, 저녁식사 모두 제공됩니다.
두번째, 거주지 지원됩니다. 
세번째, 탄탄한 자본력이 있습니다. 

저희 일성은 지난 7년동안 개발 현업에 대한 이해와 개발자의 중요성을 잘 알고 있습니다.

저희와 함께 새로운 것에 도전하고 나아갈 개발자분을 찾고 있습니다.

함께 이야기 나눌 수 있는 기회가 있기를 기대하겠습니다.

많은 지원바랍니다.",• 사내 시스템 운영
지에이파트너스,"마감일
상시",웹 풀스택 개발자,웹 풀스택 개발자,"• 웹 프로그래밍 및 DB 쿼리 컨트롤 경험이 있는 사람 
• 성실하고 목표가 있는 사람","• php 코딩 경험이 있는 사람 
• 보험관련 (GA) 업무의 지식이 있는 사람","경력
신입~3년","PHP
Java
MySQL
JavaScript
Apache Tomcat
Linux",https://www.jumpit.co.kr/position/11826,"• 3개월 수습 기간 후 정규 계약 (수습기간 내 급여 차등 없음)
• 근무 시간 : 09:00 ~ 18:00
• 연초 사업 계획 대비 성과율에 따른 연말 인센티브
• 격주 수요일 조기 퇴근 제도 (현재 운영중은 아니지만, 운영 계획 수립중)
• 음료 및 간식 제공
• 기념일(생일등) 상품권 지급","2001년 9월 설립이래 GA보험 관리 솔루션 개발 및 서비스 품질 향상의 외길만을 걸어온 회사입니다.

• 홈페이지 : www.gapartners.co.kr
• 솔루션 (비공개사이트) 
- www.myga.co.kr 
- www.ibss-a.co.kr 
- www.ibss-l.co.kr
- www.ibss-b.co.kr
- www.ibss-m.co.kr
- 그 외, 고객사별 사이트 다수 운영 중","• 보험대리점(GA) 웹 솔루션 개발 및 유지보수 
• 하이브리드 어플 유지보수"
그릿스탠다드,"마감일
상시",웹 풀스택 경력 개발자 채용(3년 이상),웹 풀스택 개발자,"• 경력 3년 이상
• Back-end(Java17-JPA, Python3-FastAPI) 개발 환경에 개발이 가능하신 분
• Front-end(Vue.js3-Typescript) 개발 환경에 개발이 가능하신 분
• es6+ 를 이해하고 개발이 가능하신 분
• 코드 리뷰에 거부감이 없으신 분","• Back-end(Java17-JPA, Python3-FastAPI) 개발 환경에 능숙하신 분
• Front-end(Vue.js3-Typescript) 개발 환경에 능숙하신 분
• Back-end / Front-end 개발 모두를 가능 하신 분
• 프로젝트 관리 및 리딩이 가능하신 분
• AWS 인프라 구성 경험이 있으신 분
• Kubernates (k8s) 구성 경험이 있으신 분
• DDD, EDA 설계 경험이 있으신 분
• 퍼블리싱 작업에 능숙하신 분","경력
경력 3~10년","Java
Spring Data JPA
Python
FastAPI
AWS
Vue.js
TypeScript
ES6",https://www.jumpit.co.kr/position/14671,"• 유연 근무제도 (Core time : 10시 ~5시 )
• 생일 상품권 지급
• 명절 선물 제공
• 복지포인트 제공
• 종합건강검진 제공
• 교육비 제공
• 경조사비 & 경조휴가 제공
• 도서 제공
• 중식비 및 간식제공
• 운동 및 취미 생활비 지원
• 호칭없음
• 출산 및 육아 지원
• 사내 추천 제도","그릿스탠다드는 국제물류 IT 전문가들이 모여 물류 전과정 자동화 플랫폼 서비스를 구현하는 기업입니다.

그릿스탠다드는 우리만의 언어와 생각으로 물류 IT의 새로운 챕터를 시작합니다.
물류 IT 분야에서 수 많은 경험을 갖춘 전문가들이 그릿스탠다드에 모였습니다. 
우리의 경험과 노하우를 바탕으로 우리를 찾는 고객과 함께 새로운 챕터에 발을 디딜수 있길 희망합니다.","• Back-end(Java17-JPA, Python3-FastAPI) 개발
• AWS 인프라 관리
• Front-end(Vue.js3-Typescript) 개발"
블록체인글로벌,"마감일
2023-08-31",[경력] 모바일 STO 플랫폼 풀스택 개발,웹 풀스택 개발자,"• 개발 경력 최소 4년 이상
• JAVA 또는 Kotlin 언어로 작성한 Spring Boot 기반 웹 애플리케이션 개발 경력 2년 이상
• JPA 등 ORM 프레임워크에 대한 이해도가 있으신 분
• Javascript, Vue.js, React 등 SPA 프레임워크를 이용한 개발이 익숙하신 분
• AWS 클라우드 환경 경험자 / Git 등 형상관리 시스템 사용 경험자
• Docker, Kubernetes를 사용한 서비스 개발 및 운영 경험","• 공학계열 전공자(컴퓨터공학, 수학, 통계학 등)
• 프로젝트 분석, 설계 및 리딩 경험자
• 핀테크 또는 금융 IT 근무 경험

► 이런 분이면 더 좋아요!
• 새로운 기술 트렌드에 지속적으로 관심을 갖고 개발 자체를 즐기시는 분
• 기술에 대한 지식 공유를 좋아하시는 분
• 현재 업무에서의 개선점을 찾아내고 끊임없이 고민하시는 분
• 서비스의 목표에 대한 이해를 바탕으로 Ownership을 가지고 임하시는 분","경력
경력 4~10년","Java
JavaScript
MySQL
Vue.js
Docker
React
Kotlin
Spring Boot
TypeScript
Kubernetes",https://www.jumpit.co.kr/position/4596,"► 유연하고 효율적인 업무를 지향해요!
• 오전 8~10시 중에서 선택하여 출근하는 유연근무제를 시행중이에요.
• 일 7.5시간 근무로 점심시간은 넉넉한 1시간 30분! 식대는 모두 회사가 지원해요.
• 매주 금요일은 1시간 조기퇴근의 날!
• 직원 간 자유롭고 수평적인 커뮤니케이션이 가능해요.
• 의사결정이 필요한 일들은 투명하게 의논하고 결과를 공유해요.
• 강요없는 회식문화, 소규모 모임은 언제나 환영이에요.

► 집중할 수 있는 근무환경을 제공해요!
• 업무에 필요한 일체의 장비와 듀얼모니터를 지원해요.
• 휴게실에 마성의 안마의자를 구비하고 있어요. (스케줄 관리에 따라 언제든 이용 가능해요.)
• 과자, 간편식, 라면 등 곳간은 늘 가득 채워져 있어요. 
• 카페인 충전을 위한 네스프레소 커피 기업머신이 구비되어 있어요.

► 개인의 발전이 곧 회사의 발전!
• 업무관련 도서구입은 얼마든지 지원해요.
• 배움에의 목마름을 환영하며, 온/오프라인 교육비를 지원해요.
• 국내외 특허 출원 및 등록에 따른 직무발명 보상금을 지급해요.

► 잘 쉬는 것도 중요해요!
• 전직원 MRI, CT등이 포함된 프리미엄 종합건강검진을 제공해요. (가족 할인 가능)
• 40만원 상당 휴가비를 지원해요. (근로자 휴가지원사업)
• 연차는 언제나 자유롭게 사용할 수 있어요.
• 명절, 근로자의 날, 크리스마스 등 기념일엔 상품권 또는 선물을 전달해요.

► 우리는 인증된 기업이에요!
• 성과공유기업에 선정됐어요.
• 청년친화강소기업, 인재육성중소기업에 지정됐어요.
• 이노비즈(INNO-BIZ, 기술혁신형중소기업) 인증을 획득했어요.","이 직무는 블록체인글로벌의 능력 있는 개발자들과 함께 보다 혁신적인 블록체인 기반 플랫폼 서비스를 만들게 됩니다.
더불어, 우리의 미래를 직접 설계할 수 있는 기회이기도 해요.","• 블록체인 기반 국내외 신규 토큰 증권 플랫폼 개발 및 운영
• 개발 업무 분석 및 서비스 기술 검토"
